Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	collected_by	Collection_Date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Host_disease	Host	Instrument	Isolate	Isolation_Source	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study
SRR19902044	AMPLICON	74	348841302	PRJNA614995	SAMN29420608	SARS-CoV-2: clinical or host-associated	115926971	UPHL_ID	Utah Public Health Laboratory	2022/6/7	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15944631	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220624226475	patient isolate	UT-UPHL-220624226475	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-29T00:00:00Z	UT-UPHL-220624226475	SRP253926
SRR19902053	AMPLICON	74	319746607	PRJNA614995	SAMN29420543	SARS-CoV-2: clinical or host-associated	107052746	UPHL_ID	Utah Public Health Laboratory	2022/6/7	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15945217	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220624464678	patient isolate	UT-UPHL-220624464678	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-29T00:00:00Z	UT-UPHL-220624464678	SRP253926
SRR19902080	AMPLICON	74	142878527	PRJNA614995	SAMN29420518	SARS-CoV-2: clinical or host-associated	46184313	UPHL_ID	Utah Public Health Laboratory	2022/6/7	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15945190	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220624908698	patient isolate	UT-UPHL-220624908698	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-29T00:00:00Z	UT-UPHL-220624908698	SRP253926
SRR19902170	AMPLICON	74	599424696	PRJNA614995	SAMN29420425	SARS-CoV-2: clinical or host-associated	217014218	UPHL_ID	Utah Public Health Laboratory	2022/5/30	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15945100	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220624217662	patient isolate	UT-UPHL-220624217662	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-29T00:00:00Z	UT-UPHL-220624217662	SRP253926
SRR19902203	AMPLICON	74	532147698	PRJNA614995	SAMN29420338	SARS-CoV-2: clinical or host-associated	167814156	UPHL_ID	Utah Public Health Laboratory	2022/6/3	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15945067	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220624971491	patient isolate	UT-UPHL-220624971491	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-29T00:00:00Z	UT-UPHL-220624971491	SRP253926
SRR19902220	AMPLICON	74	516074182	PRJNA614995	SAMN29420323	SARS-CoV-2: clinical or host-associated	180506818	UPHL_ID	Utah Public Health Laboratory	2022/5/30	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15945050	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220624440123	patient isolate	UT-UPHL-220624440123	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-29T00:00:00Z	UT-UPHL-220624440123	SRP253926
SRR19902253	AMPLICON	74	705457299	PRJNA614995	SAMN29420177	SARS-CoV-2: clinical or host-associated	234567571	UPHL_ID	Utah Public Health Laboratory	2022/6/3	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15945017	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220624696525	patient isolate	UT-UPHL-220624696525	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-29T00:00:00Z	UT-UPHL-220624696525	SRP253926
SRR19902287	AMPLICON	74	84617392	PRJNA614995	SAMN29420637	SARS-CoV-2: clinical or host-associated	25696887	UPHL_ID	Utah Public Health Laboratory	2022/5/31	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15944983	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220624136399	patient isolate	UT-UPHL-220624136399	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-29T00:00:00Z	UT-UPHL-220624136399	SRP253926
SRR19902292	AMPLICON	74	330610415	PRJNA614995	SAMN29420633	SARS-CoV-2: clinical or host-associated	113872393	UPHL_ID	Utah Public Health Laboratory	2022/6/3	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15944978	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220624139365	patient isolate	UT-UPHL-220624139365	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-29T00:00:00Z	UT-UPHL-220624139365	SRP253926
SRR19902033	AMPLICON	74	402004984	PRJNA614995	SAMN29420618	SARS-CoV-2: clinical or host-associated	139623670	UPHL_ID	Utah Public Health Laboratory	2022/5/31	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15944642	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220624804712	patient isolate	UT-UPHL-220624804712	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-29T00:00:00Z	UT-UPHL-220624804712	SRP253926
SRR19901868	AMPLICON	74	553465032	PRJNA614995	SAMN29420564	SARS-CoV-2: clinical or host-associated	183793816	UPHL_ID	Utah Public Health Laboratory	2022/6/7	public	"activ_sars2_vcf,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX15944807	USA	North America	USA: Utah	COVID-19	Homo sapiens	Illumina NovaSeq 6000	UT-UPHL-220624502090	patient isolate	UT-UPHL-220624502090	SINGLE	PCR	VIRAL RNA	Severe acute respiratory syndrome coronavirus 2	ILLUMINA	2022-06-29T00:00:00Z	UT-UPHL-220624502090	SRP253926
